Source,Element,Concentration (mg/L),Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,pH,2.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,Fe,336,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,Cu,51.6,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,Mn,4.52,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,Al,20.8,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,Zn,122,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,Pb,0.04,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,Ni,0.19,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,As,6.01,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,Cd,0.44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,SO4,1400,3820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.epa.gov/sites/default/files/2015-10/documents/nfmm_dd_1989_vol_1.pdf  P278,TDS,1941.6000000000001,5147.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1007/s10311-019-00894-w,Al,251,163,76,3073,293,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1007/s10311-019-00894-w,Ca,441,81.6,464,514,313,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1007/s10311-019-00894-w,Fe,744,153,13,1487,13.4,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1007/s10311-019-00894-w,Mg,1104,199,1280,1664,436,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1007/s10311-019-00894-w,SO4,11700,2122,8390,22700,8250,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1007/s10311-019-00894-w,Cu,165,11.7,3,138,615,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1007/s10311-019-00894-w,Mn,467,21.9,22,230,203, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1007/s10311-019-00894-w,Zn,976,51.2,2,81,68.5,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1007/s10311-019-00894-w,TDS,15848,2803.3999999999996,10250,29887,10191.9,5390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,pH,3.2,6.1,6.6,2.9,2.4,5.3,6.1,4.2,3.8,3.5,7.7,7.8,7.5,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,Pb,4.8,,0.1,0.1,1.7,2.3,2.5,1.8,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,Cd,127,0.8,0.7,2.8,13,4.7,6.2,37,310,0.7,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,Zn,34800,700,30,600,2800,600,1300,7900,87500,100,2.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,Cu,94,,,4.4,32.6,0.1,,2.3,38,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,As,1.2,,,0.1,9.4,,0.1,0.4,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,Fe,90,,,92,1460,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,Mn,2410,78,2.1,105,975,96,115,456,9580,35,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,Cl,1300,300,300,200,400,300,1300,700,700,40,16500,14500,3700,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,SO4,147.2,10.1,13.5,10.9,32.4,10.4,69.9,26.4,277.1,1.8,5950,6400,1200,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,Na,0.1,141.6,24.9,21.8,30.3,108.4,240.1,55,0.1,13.8,9200,8900,1800,13700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,K,2904,110.1,0.1,156.1,491.8,140,173.7,555.9,11192.6,54.4,198.2,204.1,41,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,Ca,600,500,500,500,500,500,900,600,400,300,747.2,1049.4,445,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,Mg,12500,1700,3100,1600,2300,1900,17000,2600,15800,100,1556.6,1774,402,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.gexplo.2007.04.011,TDS,54978.299999999996,3540.5999999999995,3971.4,3293.2,9046.2,3661.9,21107.5,12934.8,126015.10000000002,645.9000000000001,34154.8,32828,7588,21489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.apgeochem.2015.03.001,Al,4.69,0.8300000000000001,1.96,0.401,18.5,0.562,0.1,0.012,1.97,3.37,0.077,0.641,38.800000000000004,24.400000000000002,8.68,0.039,33.6, ,0.007,48.6,46.6,0.524,125,119, ,1.48,0.013000000000000001,99.60000000000001,122,1.6500000000000001,0.003,0.05,35.800000000000004,0.01,0.41400000000000003,58.800000000000004,63.6,66,2.0300000000000002,0.015,0.002,22.6,6.41,2.57,1.57,0.1,0.033,14.6,1.49,0.257,0.482,0.1,0.6,0.089,1.81, ,0.0955,0.036000000000000004,0.037,0.2,0.044,0.857,0.1,0.003,0.009000000000000001,2.5300000000000002,0.073,0.027, ,0.062,0.014,0.1,0.012,0.088,0.6,0.312,0.012,0.018000000000000002,0.388,0.244,0.098,1.12,0.1,0.687,0.012,0.023,0.01,1.2,0.021,0.1,1.1,0.004,0.153,0.49
https://doi.org/10.1016/j.apgeochem.2015.03.001,As,0.0005600000000000001,0.00226,0.00434,0.00148,0.00069,0.00028000000000000003,0.00042,0.00014000000000000001,0.00025,0.00045000000000000004,0.00015,0.00074,0.00049,0.020800000000000003,0.00021,0.00067,0.0375,0.015,0.00412,0.00042,0.00075,0.0016899999999999999,0.336,0.29,0.00084,0.00047,0.00033,0.0010400000000000001,0.00348,0.00098,0.00019,0.00302,0.00102,0.0013000000000000002,0.00064,0.0015300000000000001,0.00192,0.0020800000000000003,0.0115,0.0032500000000000003,0.0007199999999999999,0.00256,0.00022,0.0010500000000000002,0.0001,0.0114,0.007730000000000001,0.00026000000000000003,0.00037,0.0008100000000000001,0.0012900000000000001,0.00076,0.00015,0.00016,0.0018100000000000002,0.0005200000000000001,0.00019,0.0002,0.00012,8.999999999999999e-05,8.999999999999999e-05,0.0001,0.00085,0.0002,0.00047,8e-05,0.00012,0.00017999999999999998,0.00215,0.0105, ,0.00016,7.000000000000001e-05,0.00035,0.00024,0.0006,0.00021,0.00013000000000000002,0.00035,0.00079,0.00054,0.00013000000000000002,0.00096,0.00068,0.00547,0.00055,0.00027,0.0001,0.00017,0.00014000000000000001,0.00046,0.0010600000000000002,0.00289,0.00011
https://doi.org/10.1016/j.apgeochem.2015.03.001,Au, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2e-06, , , , , , , ,2.5e-05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.5e-05,
https://doi.org/10.1016/j.apgeochem.2015.03.001,Ba,0.0205,0.0291,0.0202,0.015300000000000001,0.0157,0.011300000000000001,0.043000000000000003,0.251,0.0286,0.028300000000000002,0.10400000000000001,0.010199999999999999,0.006900000000000001,0.0157,0.0195,0.113,0.0091,0.0192,0.05,0.0060999999999999995,0.006900000000000001,0.0146,0.0064,0.007200000000000001,0.0111,0.0289,0.064,0.0083,0.0085,0.123,0.041,0.016800000000000002,0.016399999999999998,0.134,0.0522,0.0089,0.0317,0.0282,0.0154,0.0125,0.015,0.0197,0.0129,0.014199999999999999,0.0212,0.01,0.0318,0.0103,0.021,0.02,0.019600000000000003,0.0126,0.013000000000000001,0.0075,0.092,0.17500000000000002,0.019899999999999998,0.027800000000000002,0.0086,0.006500000000000001,0.014400000000000001,0.0205,0.0045000000000000005,0.0123,0.0302,0.0121,0.0294,0.0058,0.04870000000000001,0.0522,0.005200000000000001,0.020399999999999998,0.0117,0.025500000000000002,0.0218,0.10200000000000001,0.0188,0.0076,0.0149,0.042,0.0507,0.0179,0.0179,0.0117,0.0040999999999999995,0.0092,0.016,0.0058,0.0077,0.0035,0.030600000000000002,0.0047,0.0928,0.0078
https://doi.org/10.1016/j.apgeochem.2015.03.001,Be,0.0039,0.0012,0.0024,0.001,0.0109,0.0010500000000000002, , ,0.00405,0.0068, ,0.0003,0.0217,0.00705,0.00425, ,0.0083, , ,0.0221,0.0217,0.0003,0.028,0.041100000000000005, ,0.0018000000000000002, ,0.038,0.048299999999999996,0.0001, , ,0.013000000000000001, , ,0.02,0.022,0.0185,0.001,0.0001, ,0.00945,0.00385,0.008150000000000001,0.0011,0.0005, ,0.0076,0.0021000000000000003,0.0001,0.0007,0.0003, ,0.0009000000000000001, , ,0.0004, , ,0.0001, ,0.0006, , , , , ,0.0005, ,0.00085, , , , , , , , ,0.0001, , , , , , , , ,0.0012, , ,0.0005, , ,0.0001
https://doi.org/10.1016/j.apgeochem.2015.03.001,Bi, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
https://doi.org/10.1016/j.apgeochem.2015.03.001,Br,0.356,0.061,0.012,0.036,0.025,0.063,0.093,0.037,0.041,0.071,0.023,0.021,0.014,0.04,0.014,0.03,0.728,0.058,0.034,0.012,0.05,0.114,0.167,0.111,0.041,0.046,0.035,0.134,0.038,0.028,0.034,0.092,0.066,0.022,0.028,0.044,0.424,0.471,11.2,0.063,0.031,0.026,0.023,0.028,0.019,3.47,13.2,0.012,0.34,0.055,0.013,0.027,0.024,0.063,0.097,0.038,0.064,0.081,0.024,0.051,0.026,0.048,0.303,0.051,0.028,0.009,0.028,0.105,0.078,0.084,0.049,0.061,0.051,0.029,0.021,0.026,0.022,0.082,0.118,0.043,0.027,0.038,0.505,0.61,10.3,0.064,0.028,0.023,0.028,0.076,0.026,3.04,9,0.077
https://doi.org/10.1016/j.apgeochem.2015.03.001,Ca,42.2,22.1,46.8,116,72.8,198,150,24.2,217,210,103,260,202,162,188,152,424,242,118,50.2,80,141,426,420,275,190,110,413,419,36,152,412,198,94.5,110,232,250,242,409,286,328,147,67,360,101,386,153,57.6,63.1,35.3,47.5,175,206,202,149,26,299,320,262,178,312,180,16.4,234,111,386,520,120,1190,765,194,104,72,932,1110,33.6,73.8,404,164,298,112,392,672,631,660,275,286,226,114,193,111,550,172,40.2
https://doi.org/10.1016/j.apgeochem.2015.03.001,Cd,0.0008,0.00031,0.00025,0.000425,0.0012,0.000925,6e-05, ,0.00075,0.000605, ,0.00013000000000000002,0.00401,0.00095,0.00264, ,0.0022,4e-05,2e-05,0.0063,0.00649,3e-05,0.00425,0.00221, ,0.00136,8.999999999999999e-05,0.0353,0.0346,5e-05,0.00014000000000000001,0.0001,0.00314,4e-05,4e-05,0.00298,0.008310000000000001,0.00649,0.0005,5e-05,2e-05,0.00459,0.000925,0.0016,0.000295,5e-05, ,0.00188,0.0007650000000000001,3e-05,0.000315,0.00017999999999999998,6e-05,0.00016,5e-05, ,0.000425,0.000295,8.999999999999999e-05,0.00093,8.999999999999999e-05,0.00211,1e-05,2e-05,2e-05,2e-05, ,1e-05, ,0.0005949999999999999, ,4e-05, ,0.00128,0.00055,4e-05,2e-05,6e-05,0.00017999999999999998,5e-05,2e-05,7.000000000000001e-05,0.0001,4e-05,8e-05,1e-05,2e-05,0.00023,0.00017,3e-05,0.00021,6e-05,8e-05,4e-05
https://doi.org/10.1016/j.apgeochem.2015.03.001,Ce,0.016800000000000002,0.00382,0.0115,0.00658,0.0718,0.0187,0.0005,2.9000000000000004e-05,0.009640000000000001,0.0105,0.00015,0.00452,0.0931,0.0592,0.057600000000000005,5e-05,0.0517,0.000115,8.8e-05,0.11900000000000001,0.122,0.0006770000000000001,0.122,0.107,0.00015,0.013800000000000002,8.5e-05,0.33,0.34,0.00209,1.2e-05,0.0024100000000000002,0.21,0.000252,0.000799,0.106,0.44,0.4,0.013000000000000001,0.000707,0.00021,0.154,0.0155,0.21,0.0176,0.00277,0.000245,0.0422,0.0132,0.00041,0.0031000000000000003,0.0019399999999999999,0.000462,0.00199,0.00226,0.000201,0.0006929999999999999,0.000213,0.000205,0.000958,0.000105,0.0106,2.4e-05,7e-06,1.4e-05,0.000297,1e-06,1.3e-05,7e-06,0.00296,2e-05,0.000357,2.7e-05,0.00195,0.0029700000000000004,0.000208,2.7e-05,4e-05,0.0027300000000000002,0.000738,0.00034899999999999997,0.000165,7.2e-05,0.000115,6.6e-05,6.6e-05,1.4e-05,0.010400000000000001,7.9e-05,0.00048,0.00763,9e-06,0.00014000000000000001,0.00041099999999999996
https://doi.org/10.1016/j.apgeochem.2015.03.001,Cl,54.8,3.4,1.57,4.58,3.48,4.4,12.2,9.75,15,15.8,3.42,3.76,1.72,14.6,5.94,10.2,46.7,5.88,14.2,0.84,1.2,30.4,12,11.3,5.08,6.3,9.3,2.2,1.9,4.46,2.68,7.08,103,2.82,8.6,7.34,61.6,60.4,1690,62.6,2.45,1.82,8.02,4.94,2.49,397,2020,0.88,54.6,3.5,1.59,4.48,3.86,4.92,18.6,8,8.06,11.8,3.76,6.14,11.2,6.82,42,5.92,14,0.99,1.4,30.6,11,12,8.86,11.4,10.7,27.1,1.36,15.6,2.35,6.3,98.8,3.86,8.54,6.76,81.2,85.1,1820,90.4,1.6,1.96,6.81,11.8,2.51,385,1410,3.44
https://doi.org/10.1016/j.apgeochem.2015.03.001,Co,0.122,0.0593,0.0773,0.10200000000000001,0.256,0.09509999999999999,0.00426,0.0005570000000000001,0.186,0.189,0.000555,0.045200000000000004,0.873,0.10400000000000001,0.215,0.00171,0.904, ,0.00206,1.33,1.43,0.017,0.608,0.728,0.133,0.378,0.0366,5.2700000000000005,4.75,0.019600000000000003,0.0022400000000000002,0.116,0.309,0.00386,0.0021000000000000003,0.28300000000000003,0.717,0.667,0.0538,0.139,0.0188,0.43,0.132,0.843,0.0506,0.0028799999999999997,0.00176,0.256,0.11800000000000001,0.00542,0.0723,0.039200000000000006,0.020800000000000003,0.00828,0.007330000000000001,0.0010400000000000001,0.0898,0.0888,0.025,0.17200000000000001,0.018000000000000002,0.176,0.00013800000000000002, ,0.000184,0.00216,0.000363,0.00030900000000000003, ,0.128,0.0022400000000000002,0.00878,0.0167,0.182,0.0324,0.0178,0.000719,0.0017900000000000001,0.018000000000000002,0.01,0.00204,0.0059900000000000005,0.000858,0.0008,0.000804,0.0017900000000000001,0.00046400000000000006,0.0108,0.00117,0.00488,0.0412,0.00028000000000000003,0.00528,0.00326
https://doi.org/10.1016/j.apgeochem.2015.03.001,Cr,0.0016, , , ,0.0045000000000000005,0.0007, , ,0.0011, , , ,0.0012,0.016, , ,0.024,0.0007, ,0.00614,0.005200000000000001, ,0.055,0.112, , , ,0.00935,0.0198,0.006, , ,0.0073, ,0.0006,0.0258,0.0106,0.0109, , , ,0.0037,0.0014,0.0017, ,0.0038, ,0.0027, , , , ,0.0006, , , , ,0.0593, , , , , , , , ,0.0006, , ,0.0135, , , , , , , , , ,0.0374, , , , , , , ,0.0009000000000000001, , ,0.0006, , ,0.0012
https://doi.org/10.1016/j.apgeochem.2015.03.001,Cs,0.000146,8.7e-05,0.000194,0.000194,0.00019700000000000002,0.00011,6e-05,3.8e-05,0.00016700000000000002,0.00013000000000000002,5e-05,2.1000000000000002e-05,0.000114,0.00014299999999999998,6.900000000000001e-05,0.000125,0.000536,4.4999999999999996e-05,3.4000000000000007e-05,0.0001,0.00014000000000000001,5.9e-05,0.00115,0.00116,1.5e-05,0.000179,5.2e-05,0.00027100000000000003,0.000393,0.00014199999999999998,1.8e-05,4.1e-05,2.4e-05,0.000121,8.9e-05,0.00037600000000000003,0.00014299999999999998,0.000115,0.0006500000000000001,3.1e-05,2.1000000000000002e-05,2.2e-05,2.3e-05,0.000109,2.1000000000000002e-05,0.00083,0.00011,3.3e-05,0.00014099999999999998,7.9e-05,0.000174,0.000206,0.000205,9.5e-05,0.00032,5.800000000000001e-05,0.0001,0.00012,2.3e-05,0.000122,0.00011600000000000001,7.7e-05,8.9e-05,3.7e-05,4.1e-05,0.000124,0.000184,7.099999999999999e-05,0.00114,0.00126,2.5e-05,0.000114,6.1e-05,0.000266,0.000355,2.1000000000000002e-05,5e-06,3.1e-05,4.8e-05,0.000236,5.7e-05,0.000247,0.000315,0.000366,0.000609,2.5e-05,1e-05,3.2e-05,1e-05,8.599999999999999e-05,4.2000000000000004e-05,0.000951,0.000105,4.4e-05
https://doi.org/10.1016/j.apgeochem.2015.03.001,Cu,0.048799999999999996,0.00915,0.00405,0.0057,0.034100000000000005,0.00505,0.0012,0.0005,0.0655,0.0277, ,0.0005,0.0528,0.0621,0.0182, ,0.0445,0.0007,0.0004,0.0901,0.0693,0.0013000000000000002,0.033,0.010400000000000001,0.0017,0.0151,0.0003,0.281,0.337,0.00285,0.0002, ,0.0253,0.0008,0.001,0.148,0.0787,0.0439,0.0211, ,0.0002,0.0305,0.00675,0.0004,0.0016,0.029,0.0315,0.0193,0.0305,0.0016,0.0016,0.0015,0.0005,0.0013000000000000002,0.0057,0.0007,0.0039, ,0.0003,0.0022,0.0003,0.00275,0.019,0.0003, ,0.0027,0.0019,0.0207,0.0003, ,0.0040999999999999995,0.0007, , ,0.0005,0.0002, , ,0.0032,0.0012,0.0007,0.0009000000000000001,0.004200000000000001,0.0002,0.0162,0.0002, ,0.00285,0.0004,0.00315,0.0015,0.020399999999999998,0.02,0.001
https://doi.org/10.1016/j.apgeochem.2015.03.001,Dy,0.0019,0.000482,0.0009050000000000001,0.00037600000000000003,0.0156,0.00336,0.000105,1.3e-05,0.00468,0.00601,2.5e-05,0.00102,0.042100000000000005,0.0121,0.0137,5e-06,0.0432,3.3e-05,1.9e-05,0.0291,0.0299,0.000314,0.0905,0.101,6e-05,0.00457,1.9e-05,0.105,0.11800000000000001,0.000298,1e-06,0.00049,0.0302,4e-06,7.7e-05,0.032,0.14400000000000002,0.0905,0.0045000000000000005,0.000305,3.7e-05,0.0334,0.0049900000000000005,0.0299,0.00316,0.00326,3e-05,0.013300000000000001,0.00135,4.8e-05,0.000244,9.900000000000001e-05,8.7e-05,0.00069,0.00032,2.1000000000000002e-05,0.000359,7.5e-05,4.9000000000000005e-05,0.000176,1.9e-05,0.00176,3e-06,1e-06,2e-06,6.800000000000001e-05, ,5e-06,3e-06,0.00044, ,0.000101,8e-06,0.00016700000000000002,0.000262,2.4e-05,4e-06,1.2e-05,0.000224,8.7e-05,2.8e-05,4.1e-05,1.8e-05,3.8e-05,1.9e-05,1.1e-05,3e-06,0.00319,1.6e-05,6.3e-05,0.0013100000000000002,6e-06,2.5e-05,8.9e-05
https://doi.org/10.1016/j.apgeochem.2015.03.001,Er,0.00108,0.00027200000000000005,0.000515,0.000212,0.00788,0.0018000000000000002,5.5e-05,7e-06,0.00207,0.0026200000000000004,1e-05,0.000448,0.0209,0.00617,0.00671, ,0.0195,2.3e-05,1.3e-05,0.0172,0.0176,0.000164,0.0451,0.0529,3.8e-05,0.0021000000000000003,8e-06,0.0588,0.0628,0.00013000000000000002,1e-06,0.00023300000000000003,0.0147, ,3.3e-05,0.0149,0.0681,0.042,0.0024700000000000004,0.000179,1.5e-05,0.014400000000000001,0.00231,0.0141,0.00146,0.00196,3e-05,0.00605,0.000757,2.8e-05,0.000132,6.3e-05,4.6e-05,0.00035999999999999997,0.000135,1.2e-05,0.000173,3.8e-05,2.2e-05,9.2e-05,8e-06,0.00086,2e-06, ,2e-06,4.1e-05,1e-06,3e-06,1e-06,0.000184, ,5.4e-05,3e-06,8.9e-05,0.000152,1e-05,2e-06,6e-06,9.900000000000001e-05,3.9e-05,1.3e-05,1.8e-05,7e-06,1.7000000000000003e-05,1e-05,5e-06,2e-06,0.00136,9e-06,3.2e-05,0.00061,3e-06,3e-05,4.4999999999999996e-05
